movie_title,pacing_efficiency,originality,family_friendly,plot_quality_rating,plot_quality_reasons_for_liking,plot_quality_reasons_for_disliking,dialogues,end_feeling_emotional_adjective,end_feeling_ending_rating,end_feeling_structural_adjective,immersive,impactful,overall_feeling,visuals,visual_effects,sound_audio_balance_issue,sound_bgm_quality,sound_song_tracks_quality,performance_of_actors,connected,references_contained,cognitive_requirement,technical_knowledge_required,photosensitivity_warnings,animal_harm,trailer_or_spoiler
Lord of War,3,4,1,4,"['strong_pacing', 'tight_structure']",['narrative_inconsistency'],4,disappointed,4,earned,4,4,4,3,3,False,3,4,5,1,2,4,2,2,1,3
Saw,4,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",['plot_holes'],3,energized,5,satisfying,4,5,4,3,3,False,5,4,3,5,2,3,1,2,1,5
"Synecdoche, New York",2,5,1,4,"['unpredictable', 'tight_structure']",['narrative_inconsistency'],4,sad,4,earned,4,5,4,3,3,False,4,3,5,1,4,5,3,1,1,3
Mysterious Skin,3,4,1,4,"['unpredictable', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,4,3,False,5,4,5,1,1,4,1,3,1,3
Jeux d'enfants,3,4,1,3,"['unpredictable', 'plot_twists']","['narrative_inconsistency', 'predictable']",4,bittersweet,4,earned,4,4,3,4,3,False,4,4,5,1,1,3,1,1,1,3
Un long dimanche de fiançailles,3,4,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",['narrative_inconsistency'],4,bittersweet,4,earned,4,4,4,5,4,False,4,4,4,4,4,4,2,2,2,3
The Station Agent,3,4,3,4,"['tight_structure', 'unpredictable']",[],4,bittersweet,4,satisfying,4,4,4,3,1,False,4,3,5,1,1,3,1,1,1,3
21 Grams,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",['narrative_inconsistency'],4,sad,4,earned,5,5,4,4,3,False,4,3,5,1,1,5,1,1,1,3
Boksuneun naui geot,3,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,sad,5,earned,5,5,4,5,3,False,4,3,4,4,2,4,1,3,1,5
Finding Neverland,3,3,4,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,3,4,4,3,False,5,3,5,1,5,3,1,1,1,3
25th Hour,3,4,1,4,"['tight_structure', 'unpredictable', 'strong_pacing']",[],5,bittersweet,5,earned,4,5,4,4,3,False,5,4,5,1,2,4,1,1,2,3
The Butterfly Effect,3,4,1,3,"['unpredictable', 'plot_twists', 'strong_pacing']","['plot_holes', 'narrative_inconsistency']",2,bittersweet,3,earned,4,4,3,3,3,False,3,3,4,1,1,4,1,1,1,3
28 Days Later...,5,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,5,5,5,4,4,False,5,4,4,4,2,3,1,4,2,3
Batoru rowaiaru,5,5,1,4,"['unpredictable', 'plot_twists', 'strong_pacing']",['narrative_inconsistency'],3,bittersweet,4,earned,5,5,4,4,4,False,4,4,4,1,2,3,1,3,1,5
The Royal Tenenbaums,3,5,2,4,"['tight_structure', 'unpredictable']",[],5,bittersweet,4,earned,5,5,4,5,3,False,5,5,5,1,3,3,1,1,1,3
Y tu mamá también,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,4,4,5,1,2,3,1,1,1,3
Harry Potter and the Sorcerer's Stone,3,3,5,3,['tight_structure'],['predictable'],3,happy,4,satisfying,5,4,3,4,4,False,5,4,3,5,4,2,1,2,1,3
The Others,3,4,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,5,earned,5,4,4,4,3,False,4,4,5,1,1,3,1,1,1,4
Blow,3,3,1,3,"['strong_pacing', 'tight_structure']","['predictable', 'narrative_inconsistency']",4,bittersweet,4,earned,4,3,3,3,3,False,4,5,4,1,2,2,1,1,1,3
Enemy at the Gates,3,3,1,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,bittersweet,3,earned,4,3,3,4,3,False,4,3,4,1,4,2,1,3,2,3
Minority Report,4,5,2,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,5,5,4,5,5,False,4,4,4,1,2,4,2,2,1,4
The Hurricane,3,3,2,4,"['strong_pacing', 'tight_structure']",['narrative_inconsistency'],4,bittersweet,4,satisfying,4,4,4,3,3,False,4,3,5,1,1,3,1,1,1,3
American Psycho,3,5,1,4,"['unpredictable', 'tight_structure']",[],5,neutral,4,ambiguous,4,5,4,4,3,False,5,5,5,1,4,4,1,2,1,3
Lola rennt,5,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],3,happy,4,earned,5,5,4,4,3,False,5,5,4,1,2,3,1,4,1,2
The Thin Red Line,2,5,1,3,['unpredictable'],['narrative_inconsistency'],3,bittersweet,4,earned,5,5,4,5,4,False,5,4,5,3,2,5,1,3,3,3
Mulan,2,2,3,2,[],"['predictable', 'cliche', 'narrative_inconsistency']",2,neutral,2,rushed,2,1,2,4,4,False,3,2,3,2,3,2,1,1,1,3
Fear and Loathing in Las Vegas,2,5,1,2,['unpredictable'],['narrative_inconsistency'],5,neutral,3,ambiguous,5,5,4,5,4,False,4,5,5,1,4,4,1,5,1,2
Funny Games,3,5,1,4,"['unpredictable', 'tight_structure']",[],4,disappointed,4,abrupt,4,5,4,3,2,False,4,4,5,1,4,4,2,1,1,5
Dark City,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",['predictable'],3,energized,4,satisfying,5,5,4,5,4,False,4,3,4,1,2,5,1,2,1,3
Sleepers,2,3,1,3,"['tight_structure', 'unpredictable']","['plot_holes', 'predictable']",4,bittersweet,3,earned,4,4,3,3,3,False,4,4,5,1,2,4,1,1,1,3
Lost Highway,2,5,1,3,"['unpredictable', 'plot_twists']",['narrative_inconsistency'],3,neutral,2,ambiguous,4,4,3,4,3,False,5,5,4,1,2,5,2,3,1,3
Sense and Sensibility,4,3,4,5,"['tight_structure', 'strong_pacing']",[],5,happy,5,earned,5,4,5,5,3,False,5,4,5,1,2,3,1,1,1,3
Die Hard: With a Vengeance,5,4,1,4,"['plot_twists', 'strong_pacing', 'tight_structure']",['plot_holes'],5,energized,4,satisfying,4,5,4,3,3,False,5,4,5,5,3,3,1,2,1,3
Dead Man,2,5,1,3,"['tight_structure', 'unpredictable']",['predictable'],4,bittersweet,5,earned,5,5,4,5,4,False,5,5,5,1,3,4,1,1,3,3
The Bridges of Madison County,3,3,1,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,bittersweet,4,earned,4,4,4,4,3,False,4,3,5,1,1,2,1,1,1,3
Apollo 13,4,3,4,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,energized,5,satisfying,5,4,4,4,5,False,5,4,5,1,1,3,2,1,1,1
Trois couleurs: Blanc,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],3,bittersweet,4,earned,4,4,4,4,3,False,5,4,4,5,3,4,2,1,1,3
Falling Down,4,4,1,4,"['strong_pacing', 'tight_structure']",[],4,sad,4,earned,4,4,4,3,3,False,4,3,5,1,2,3,1,1,1,3
Dazed and Confused,3,4,1,3,"['tight_structure', 'unpredictable']",['predictable'],5,bittersweet,4,earned,5,5,4,4,3,False,5,5,5,1,4,2,1,1,1,4
My Cousin Vinny,4,3,3,4,"['strong_pacing', 'tight_structure']",['predictable'],5,happy,5,satisfying,4,4,4,3,3,False,3,3,5,1,1,2,2,1,1,3
Omohide poro poro,3,4,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,4,4,5,4,False,4,4,5,1,2,3,1,1,1,2
Delicatessen,3,5,1,4,"['unpredictable', 'tight_structure']",[],4,bittersweet,4,satisfying,5,5,4,5,5,False,5,4,4,1,1,3,1,1,1,2
Home Alone,4,4,5,4,"['strong_pacing', 'tight_structure']",['predictable'],4,happy,4,satisfying,4,5,4,3,3,False,5,4,5,3,1,1,1,1,1,3
The Godfather: Part III,2,2,2,2,"['plot_twists', 'tight_structure']","['plot_holes', 'predictable', 'narrative_inconsistency']",2,sad,4,earned,2,2,2,4,3,False,4,4,2,5,4,4,1,1,1,4
When Harry Met Sally...,4,4,3,4,"['strong_pacing', 'tight_structure']",['predictable'],5,happy,5,earned,4,5,4,3,3,False,4,5,5,1,2,2,1,1,1,3
The Little Mermaid,2,2,4,3,[],"['predictable', 'cliche', 'narrative_inconsistency']",2,happy,3,earned,3,2,3,4,3,False,4,4,4,3,4,1,1,1,1,5
The Naked Gun: From the Files of Police Squad!,5,5,2,3,['tight_structure'],[],5,energized,5,earned,4,5,5,3,3,False,4,3,5,3,5,2,1,1,1,3
"Planes, Trains & Automobiles",4,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,4,5,4,3,3,False,4,4,5,1,2,2,1,1,1,3
Lethal Weapon,5,4,1,4,"['strong_pacing', 'tight_structure']",['predictable'],5,happy,4,earned,4,5,4,3,3,False,4,3,5,1,1,2,1,3,1,3
Blood Simple,3,5,1,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,sad,5,earned,5,5,5,5,4,False,5,3,5,1,2,4,1,2,1,5
On Golden Pond,3,3,4,4,['tight_structure'],[],5,bittersweet,4,satisfying,4,4,4,4,3,False,4,3,5,1,1,2,1,1,1,2
Mad Max 2,5,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],3,bittersweet,5,satisfying,5,5,5,5,5,False,4,3,4,3,2,2,1,2,1,3
The Warriors,5,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,energized,4,earned,5,5,4,4,3,False,5,5,4,1,2,2,1,2,1,2
The Muppet Movie,4,5,5,4,"['strong_pacing', 'tight_structure']",['predictable'],5,happy,5,earned,5,5,5,4,5,False,4,5,5,5,4,1,1,1,1,1
Escape from Alcatraz,3,3,1,4,"['strong_pacing', 'tight_structure']",[],3,energized,4,ambiguous,4,4,4,3,3,False,3,1,4,1,1,2,1,1,1,3
Watership Down,3,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,3,3,False,4,4,4,1,2,4,1,2,5,3
Midnight Express,4,4,1,3,"['unpredictable', 'strong_pacing']",['narrative_inconsistency'],3,energized,4,earned,5,5,3,4,3,False,5,5,5,1,2,4,1,1,1,3
Close Encounters of the Third Kind,3,5,4,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],3,energized,5,earned,5,5,5,5,5,False,5,5,4,1,1,3,1,4,1,4
The Long Goodbye,3,5,1,4,"['unpredictable', 'tight_structure']",['narrative_inconsistency'],5,bittersweet,5,earned,5,5,5,5,3,False,4,4,5,1,2,4,1,1,1,4
Giù la testa,3,4,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,5,4,False,5,5,5,1,2,4,1,2,2,3
Kelly's Heroes,3,3,3,3,"['unpredictable', 'strong_pacing']",['narrative_inconsistency'],4,energized,4,satisfying,3,3,3,3,3,False,4,4,4,1,2,2,1,1,1,3
The Jungle Book,4,2,5,4,"['strong_pacing', 'tight_structure']",[],3,happy,4,earned,5,3,4,5,5,False,4,4,4,3,4,2,1,2,3,3
Blowup,3,5,1,4,"['unpredictable', 'tight_structure']",[],3,neutral,5,ambiguous,5,5,4,5,3,False,4,5,4,1,2,4,2,1,1,3
A Hard Day's Night,5,5,5,4,"['strong_pacing', 'tight_structure']",[],5,energized,5,satisfying,4,5,5,5,3,False,5,5,5,1,4,1,1,1,1,1
Breakfast at Tiffany's,3,3,2,3,[],"['predictable', 'cliche']",4,happy,4,satisfying,4,5,4,4,3,False,5,5,3,3,3,2,1,1,1,3
Giant,2,3,3,4,['tight_structure'],['predictable'],4,bittersweet,4,earned,4,5,4,5,3,False,5,3,5,1,1,3,1,1,1,3
From Here to Eternity,3,5,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,4,3,False,4,4,5,4,4,3,1,1,1,3
Lifeboat,4,4,2,4,"['strong_pacing', 'tight_structure', 'unpredictable']",[],4,neutral,4,satisfying,4,4,4,3,3,False,3,3,4,1,1,4,1,1,1,1
The 39 Steps,5,5,3,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,happy,4,earned,4,5,5,4,3,False,3,3,4,1,1,3,1,1,1,3
